dealer	player	hit	stay	double	hit	stay	double
3	6A	0.409	0.389	0.48	[409, 77, 514]	[389, 0, 611]	[480, 36, 484]
3	7	0.377	0.367	0.4	[753, 182, 1065]	[735, 0, 1265]	[800, 108, 1092]
3	7A	0.448	0.387	0.487	[448, 82, 470]	[387, 120, 493]	[487, 79, 434]
3	8	0.414	0.378	0.436	[1243, 290, 1467]	[1134, 0, 1866]	[1308, 199, 1493]
3	8A	0.447	0.527	0.51	[447, 108, 445]	[527, 133, 340]	[510, 75, 415]
3	9	0.488	0.386	0.5	[1465, 315, 1220]	[1158, 0, 1842]	[1501, 238, 1261]
3	9A	0.507	0.618	0.517	[507, 110, 383]	[618, 135, 247]	[517, 88, 395]
3	10	0.533	0.379	0.58	[2134, 362, 1504]	[1516, 0, 2484]	[2320, 352, 1328]
3	10A	0.517	0.776	0.596	[517, 97, 386]	[776, 125, 99]	[596, 68, 336]
3	11	0.559	0.385	0.604	[2238, 432, 1330]	[1539, 0, 2461]	[2416, 323, 1261]
3	11A	0.548	0.887	0.579	[2192, 376, 1432]	[3548, 452, 0]	[2316, 276, 1408]
3	12	0.34	0.383	0.363	[2716, 451, 4833]	[3067, 0, 4933]	[2906, 382, 4712]
3	12A	0.494	0.384	0.489	[494, 80, 426]	[384, 0, 616]	[489, 47, 464]
3	13	0.311	0.368	0.32	[2178, 443, 4379]	[2576, 0, 4424]	[2243, 321, 4436]
3	13A	0.439	0.393	0.472	[439, 85, 476]	[393, 0, 607]	[472, 45, 483]
3	14	0.28	0.367	0.299	[1961, 358, 4681]	[2570, 0, 4430]	[2093, 333, 4574]
3	14A	0.455	0.377	0.463	[455, 61, 484]	[377, 0, 623]	[463, 37, 500]
3	15	0.256	0.377	0.279	[1538, 261, 4201]	[2264, 0, 3736]	[1674, 248, 4078]
3	15A	0.405	0.41	0.48	[405, 82, 513]	[410, 0, 590]	[480, 34, 486]
3	16	0.232	0.371	0.228	[1393, 336, 4271]	[2225, 0, 3775]	[1367, 250, 4383]
3	16A	0.38	0.371	0.459	[380, 69, 551]	[371, 0, 629]	[459, 41, 500]
3	17	0.209	0.371	0.218	[1047, 209, 3744]	[1853, 689, 2458]	[1091, 204, 3705]
3	17A	0.439	0.387	0.476	[439, 98, 463]	[387, 139, 474]	[476, 79, 445]
3	18	0.165	0.493	0.154	[824, 143, 4033]	[2464, 647, 1889]	[768, 170, 4062]
3	18A	0.464	0.518	0.515	[464, 97, 439]	[518, 138, 344]	[515, 71, 414]
3	19	0.13	0.626	0.143	[520, 96, 3384]	[2504, 560, 936]	[572, 64, 3364]
3	19A	0.519	0.649	0.523	[519, 97, 384]	[649, 125, 226]	[523, 87, 390]
3	20	0.051	0.759	0.06	[204, 28, 3768]	[3036, 476, 488]	[240, 52, 3708]
3	20A	0.544	0.747	0.592	[544, 98, 358]	[747, 140, 113]	[592, 65, 343]
4	2A	0.48	0.414	0.542	[480, 83, 437]	[414, 0, 586]	[542, 42, 416]
4	3A	0.462	0.391	0.512	[462, 88, 450]	[391, 0, 609]	[512, 42, 446]
4	4	0.376	0.426	0.4	[376, 84, 540]	[426, 0, 574]	[400, 0, 600]
4	4A	0.452	0.401	0.524	[452, 74, 474]	[401, 0, 599]	[524, 43, 433]
4	5	0.352	0.414	0.437	[352, 58, 590]	[414, 0, 586]	[437, 0, 563]
4	5A	0.412	0.445	0.485	[412, 83, 505]	[445, 0, 555]	[485, 41, 474]
4	6	0.341	0.436	0.402	[681, 131, 1188]	[873, 0, 1127]	[803, 13, 1184]
4	6A	0.412	0.419	0.487	[412, 65, 523]	[419, 0, 581]	[487, 29, 484]
4	7	0.396	0.434	0.443	[792, 191, 1017]	[869, 0, 1131]	[885, 105, 1010]
4	7A	0.445	0.398	0.498	[445, 105, 450]	[398, 135, 467]	[498, 59, 443]
4	8	0.455	0.413	0.488	[1364, 278, 1358]	[1238, 0, 1762]	[1464, 161, 1375]
4	8A	0.475	0.542	0.561	[475, 102, 423]	[542, 93, 365]	[561, 76, 363]
4	9	0.476	0.416	0.542	[1428, 283, 1289]	[1247, 0, 1753]	[1626, 195, 1179]
4	9A	0.504	0.648	0.548	[504, 91, 405]	[648, 129, 223]	[548, 70, 382]
4	10	0.547	0.405	0.607	[2190, 380, 1430]	[1619, 0, 2381]	[2429, 309, 1262]
4	10A	0.494	0.782	0.601	[494, 103, 403]	[782, 104, 114]	[601, 60, 339]
4	11	0.575	0.425	0.624	[2298, 375, 1327]	[1699, 0, 2301]	[2494, 318, 1188]
4	11A	0.574	0.892	0.587	[2296, 380, 1324]	[3568, 432, 0]	[2348, 288, 1364]
4	12	0.345	0.394	0.388	[2758, 473, 4769]	[3151, 0, 4849]	[3105, 364, 4531]
4	12A	0.509	0.416	0.521	[509, 78, 413]	[416, 0, 584]	[521, 44, 435]
4	13	0.304	0.415	0.339	[2127, 338, 4535]	[2906, 0, 4094]	[2376, 316, 4308]
4	13A	0.448	0.412	0.505	[448, 81, 471]	[412, 0, 588]	[505, 55, 440]
4	14	0.258	0.394	0.32	[1807, 338, 4855]	[2757, 0, 4243]	[2243, 288, 4469]
4	14A	0.441	0.429	0.513	[441, 78, 481]	[429, 0, 571]	[513, 48, 439]
4	15	0.252	0.388	0.271	[1510, 271, 4219]	[2327, 0, 3673]	[1627, 283, 4090]
4	15A	0.419	0.411	0.482	[419, 77, 504]	[411, 0, 589]	[482, 41, 477]
4	16	0.253	0.405	0.254	[1517, 243, 4240]	[2428, 0, 3572]	[1525, 269, 4206]
4	16A	0.392	0.437	0.513	[392, 57, 551]	[437, 0, 563]	[513, 43, 444]
4	17	0.212	0.385	0.213	[1061, 202, 3737]	[1923, 691, 2386]	[1063, 163, 3774]
4	17A	0.462	0.405	0.509	[462, 81, 457]	[405, 152, 443]	[509, 54, 437]
4	18	0.191	0.501	0.181	[955, 159, 3886]	[2505, 642, 1853]	[907, 128, 3965]
4	18A	0.526	0.544	0.539	[526, 97, 377]	[544, 112, 344]	[539, 72, 389]
4	19	0.145	0.637	0.139	[580, 68, 3352]	[2548, 468, 984]	[556, 88, 3356]
4	19A	0.503	0.649	0.567	[503, 84, 413]	[649, 120, 231]	[567, 71, 362]
4	20	0.065	0.79	0.058	[260, 48, 3692]	[3160, 400, 440]	[232, 32, 3736]
4	20A	0.554	0.784	0.568	[554, 91, 355]	[784, 99, 117]	[568, 77, 355]
5	2A	0.501	0.469	0.535	[501, 93, 406]	[469, 0, 531]	[535, 41, 424]
5	3A	0.457	0.435	0.528	[457, 82, 461]	[435, 0, 565]	[528, 35, 437]
5	4	0.384	0.431	0.432	[384, 57, 559]	[431, 0, 569]	[432, 0, 568]
5	4A	0.485	0.458	0.49	[485, 76, 439]	[458, 0, 542]	[490, 48, 462]
5	5	0.369	0.448	0.455	[369, 61, 570]	[448, 0, 552]	[455, 0, 545]
5	5A	0.414	0.415	0.55	[414, 57, 529]	[415, 0, 585]	[550, 44, 406]
5	6	0.376	0.451	0.44	[751, 124, 1125]	[901, 0, 1099]	[880, 18, 1102]
5	6A	0.427	0.469	0.519	[427, 73, 500]	[469, 0, 531]	[519, 35, 446]
5	7	0.4	0.446	0.454	[800, 185, 1015]	[892, 0, 1108]	[908, 98, 994]
5	7A	0.474	0.446	0.52	[474, 91, 435]	[446, 110, 444]	[520, 84, 396]
5	8	0.458	0.451	0.508	[1374, 277, 1349]	[1354, 0, 1646]	[1525, 172, 1303]
5	8A	0.473	0.537	0.513	[473, 110, 417]	[537, 135, 328]	[513, 82, 405]
5	9	0.511	0.454	0.565	[1533, 259, 1208]	[1363, 0, 1637]	[1695, 206, 1099]
5	9A	0.525	0.652	0.607	[525, 98, 377]	[652, 114, 234]	[607, 70, 323]
5	10	0.569	0.45	0.629	[2277, 358, 1365]	[1799, 0, 2201]	[2516, 308, 1176]
5	10A	0.541	0.799	0.604	[541, 96, 363]	[799, 95, 106]	[604, 66, 330]
5	11	0.584	0.445	0.641	[2337, 344, 1319]	[1780, 0, 2220]	[2565, 307, 1128]
5	11A	0.564	0.885	0.627	[2256, 340, 1404]	[3540, 460, 0]	[2508, 320, 1172]
5	12	0.344	0.438	0.387	[2754, 448, 4798]	[3500, 0, 4500]	[3097, 345, 4558]
5	12A	0.497	0.429	0.547	[497, 77, 426]	[429, 0, 571]	[547, 42, 411]
5	13	0.311	0.454	0.345	[2177, 356, 4467]	[3178, 0, 3822]	[2412, 233, 4355]
5	13A	0.458	0.44	0.552	[458, 98, 444]	[440, 0, 560]	[552, 53, 395]
5	14	0.295	0.447	0.337	[2064, 338, 4598]	[3129, 0, 3871]	[2356, 288, 4356]
5	14A	0.474	0.425	0.505	[474, 59, 467]	[425, 0, 575]	[505, 36, 459]
5	15	0.244	0.442	0.265	[1464, 284, 4252]	[2650, 0, 3350]	[1587, 218, 4195]
5	15A	0.437	0.425	0.536	[437, 65, 498]	[425, 0, 575]	[536, 36, 428]
5	16	0.254	0.424	0.268	[1522, 234, 4244]	[2544, 0, 3456]	[1607, 207, 4186]
5	16A	0.426	0.434	0.493	[426, 76, 498]	[434, 0, 566]	[493, 32, 475]
5	17	0.215	0.418	0.228	[1077, 164, 3759]	[2090, 655, 2255]	[1140, 199, 3661]
5	17A	0.493	0.454	0.545	[493, 94, 413]	[454, 111, 435]	[545, 69, 386]
5	18	0.188	0.538	0.184	[939, 125, 3936]	[2691, 658, 1651]	[918, 146, 3936]
5	18A	0.511	0.542	0.547	[511, 82, 407]	[542, 136, 322]	[547, 71, 382]
5	19	0.135	0.673	0.134	[540, 60, 3400]	[2692, 440, 868]	[536, 76, 3388]
5	19A	0.538	0.669	0.593	[538, 81, 381]	[669, 121, 210]	[593, 59, 348]
5	20	0.073	0.809	0.068	[292, 24, 3684]	[3236, 380, 384]	[272, 24, 3704]
5	20A	0.532	0.81	0.617	[532, 71, 397]	[810, 93, 97]	[617, 68, 315]
6	2A	0.546	0.437	0.551	[546, 65, 389]	[437, 0, 563]	[551, 38, 411]
6	3A	0.494	0.45	0.551	[494, 79, 427]	[450, 0, 550]	[551, 33, 416]
6	4	0.404	0.439	0.424	[404, 67, 529]	[439, 0, 561]	[424, 0, 576]
6	4A	0.496	0.443	0.522	[496, 81, 423]	[443, 0, 557]	[522, 36, 442]
6	5	0.414	0.405	0.416	[414, 61, 525]	[405, 0, 595]	[416, 0, 584]
6	5A	0.449	0.449	0.542	[449, 61, 490]	[449, 0, 551]	[542, 45, 413]
6	6	0.377	0.449	0.423	[754, 144, 1102]	[897, 0, 1103]	[847, 23, 1130]
6	6A	0.43	0.45	0.503	[430, 69, 501]	[450, 0, 550]	[503, 45, 452]
6	7	0.424	0.428	0.456	[848, 197, 955]	[856, 0, 1144]	[911, 138, 951]
6	7A	0.488	0.425	0.537	[488, 107, 405]	[425, 142, 433]	[537, 88, 375]
6	8	0.462	0.448	0.516	[1387, 280, 1333]	[1344, 0, 1656]	[1549, 184, 1267]
6	8A	0.508	0.599	0.527	[508, 86, 406]	[599, 100, 301]	[527, 78, 395]
6	9	0.536	0.427	0.556	[1609, 259, 1132]	[1282, 0, 1718]	[1668, 214, 1118]
6	9A	0.536	0.678	0.603	[536, 73, 391]	[678, 115, 207]	[603, 65, 332]
6	10	0.588	0.424	0.619	[2351, 349, 1300]	[1697, 0, 2303]	[2476, 302, 1222]
6	10A	0.545	0.798	0.623	[545, 98, 357]	[798, 103, 99]	[623, 60, 317]
6	11	0.577	0.44	0.648	[2306, 329, 1365]	[1758, 0, 2242]	[2591, 262, 1147]
6	11A	0.595	0.898	0.641	[2380, 308, 1312]	[3592, 408, 0]	[2564, 236, 1200]
6	12	0.335	0.424	0.386	[2676, 516, 4808]	[3392, 0, 4608]	[3088, 344, 4568]
6	12A	0.505	0.435	0.531	[505, 82, 413]	[435, 0, 565]	[531, 34, 435]
6	13	0.306	0.423	0.34	[2141, 357, 4502]	[2960, 0, 4040]	[2381, 308, 4311]
6	13A	0.517	0.446	0.534	[517, 63, 420]	[446, 0, 554]	[534, 44, 422]
6	14	0.286	0.428	0.33	[2002, 356, 4642]	[2996, 0, 4004]	[2307, 277, 4416]
6	14A	0.465	0.454	0.527	[465, 78, 457]	[454, 0, 546]	[527, 41, 432]
6	15	0.28	0.414	0.286	[1680, 276, 4044]	[2483, 0, 3517]	[1718, 301, 3981]
6	15A	0.47	0.416	0.532	[470, 61, 469]	[416, 0, 584]	[532, 35, 433]
6	16	0.284	0.415	0.284	[1703, 243, 4054]	[2489, 0, 3511]	[1705, 242, 4053]
6	16A	0.404	0.439	0.523	[404, 73, 523]	[439, 0, 561]	[523, 24, 453]
6	17	0.243	0.432	0.239	[1213, 160, 3627]	[2160, 894, 1946]	[1193, 164, 3643]
6	17A	0.444	0.42	0.529	[444, 111, 445]	[420, 130, 450]	[529, 92, 379]
6	18	0.199	0.578	0.191	[994, 133, 3873]	[2888, 538, 1574]	[957, 141, 3902]
6	18A	0.476	0.587	0.549	[476, 102, 422]	[587, 114, 299]	[549, 69, 382]
6	19	0.126	0.68	0.151	[504, 112, 3384]	[2720, 476, 804]	[604, 60, 3336]
6	19A	0.511	0.692	0.559	[511, 76, 413]	[692, 89, 219]	[559, 77, 364]
6	20	0.065	0.804	0.073	[260, 40, 3700]	[3216, 412, 372]	[292, 44, 3664]
6	20A	0.512	0.803	0.598	[512, 110, 378]	[803, 107, 90]	[598, 64, 338]
7	2A	0.548	0.286	0.441	[548, 89, 363]	[286, 0, 714]	[441, 55, 504]
7	3A	0.499	0.279	0.463	[499, 98, 403]	[279, 0, 721]	[463, 67, 470]
7	4	0.387	0.258	0.264	[387, 97, 516]	[258, 0, 742]	[264, 0, 736]
7	4A	0.495	0.261	0.423	[495, 105, 400]	[261, 0, 739]	[423, 55, 522]
7	5	0.388	0.26	0.25	[388, 77, 535]	[260, 0, 740]	[250, 0, 750]
7	5A	0.473	0.245	0.426	[473, 97, 430]	[245, 0, 755]	[426, 49, 525]
7	6	0.357	0.275	0.266	[715, 217, 1068]	[549, 0, 1451]	[532, 54, 1414]
7	6A	0.451	0.266	0.402	[451, 94, 455]	[266, 0, 734]	[402, 58, 540]
7	7	0.392	0.266	0.279	[784, 346, 870]	[532, 0, 1468]	[558, 278, 1164]
7	7A	0.444	0.27	0.452	[444, 177, 379]	[270, 367, 363]	[452, 145, 403]
7	8	0.489	0.274	0.421	[1466, 358, 1176]	[823, 0, 2177]	[1264, 238, 1498]
7	8A	0.531	0.622	0.487	[531, 116, 353]	[622, 128, 250]	[487, 94, 419]
7	9	0.532	0.251	0.507	[1595, 309, 1096]	[754, 0, 2246]	[1520, 222, 1258]
7	9A	0.556	0.769	0.56	[556, 104, 340]	[769, 83, 148]	[560, 67, 373]
7	10	0.591	0.271	0.575	[2364, 374, 1262]	[1082, 0, 2918]	[2300, 285, 1415]
7	10A	0.556	0.847	0.574	[556, 103, 341]	[847, 74, 79]	[574, 69, 357]
7	11	0.582	0.26	0.575	[2329, 408, 1263]	[1040, 0, 2960]	[2300, 288, 1412]
7	11A	0.585	0.933	0.609	[2340, 380, 1280]	[3732, 268, 0]	[2436, 304, 1260]
7	12	0.338	0.242	0.354	[2707, 545, 4748]	[1937, 0, 6063]	[2836, 408, 4756]
7	12A	0.518	0.281	0.444	[518, 104, 378]	[281, 0, 719]	[444, 62, 494]
7	13	0.327	0.256	0.306	[2286, 456, 4258]	[1793, 0, 5207]	[2139, 405, 4456]
7	13A	0.504	0.274	0.448	[504, 102, 394]	[274, 0, 726]	[448, 61, 491]
7	14	0.285	0.251	0.303	[1995, 439, 4566]	[1760, 0, 5240]	[2119, 384, 4497]
7	14A	0.481	0.265	0.423	[481, 77, 442]	[265, 0, 735]	[423, 56, 521]
7	15	0.289	0.233	0.27	[1737, 394, 3869]	[1397, 0, 4603]	[1621, 388, 3991]
7	15A	0.445	0.271	0.403	[445, 99, 456]	[271, 0, 729]	[403, 65, 532]
7	16	0.274	0.252	0.293	[1641, 333, 4026]	[1514, 0, 4486]	[1760, 329, 3911]
7	16A	0.431	0.25	0.429	[431, 85, 484]	[250, 0, 750]	[429, 45, 526]
7	17	0.256	0.245	0.262	[1278, 134, 3588]	[1227, 1876, 1897]	[1312, 160, 3528]
7	17A	0.457	0.254	0.45	[457, 159, 384]	[254, 397, 349]	[450, 143, 407]
7	18	0.201	0.644	0.2	[1004, 95, 3901]	[3218, 699, 1083]	[998, 118, 3884]
7	18A	0.537	0.632	0.528	[537, 105, 358]	[632, 127, 241]	[528, 84, 388]
7	19	0.133	0.765	0.148	[532, 68, 3400]	[3060, 288, 652]	[592, 52, 3356]
7	19A	0.548	0.773	0.537	[548, 80, 372]	[773, 84, 143]	[537, 76, 387]
7	20	0.086	0.847	0.071	[344, 20, 3636]	[3388, 328, 284]	[284, 32, 3684]
7	20A	0.575	0.828	0.534	[575, 86, 339]	[828, 87, 85]	[534, 80, 386]
8	2A	0.463	0.235	0.368	[463, 119, 418]	[235, 0, 765]	[368, 57, 575]
8	3A	0.455	0.253	0.386	[455, 114, 431]	[253, 0, 747]	[386, 47, 567]
8	4	0.386	0.246	0.224	[386, 94, 520]	[246, 0, 754]	[224, 0, 776]
8	4A	0.462	0.26	0.398	[462, 94, 444]	[260, 0, 740]	[398, 66, 536]
8	5	0.367	0.257	0.255	[367, 99, 534]	[257, 0, 743]	[255, 0, 745]
8	5A	0.387	0.262	0.389	[387, 112, 501]	[262, 0, 738]	[389, 71, 540]
8	6	0.348	0.227	0.238	[696, 155, 1149]	[453, 0, 1547]	[476, 18, 1506]
8	6A	0.424	0.24	0.379	[424, 105, 471]	[240, 0, 760]	[379, 56, 565]
8	7	0.3	0.254	0.254	[601, 236, 1163]	[507, 0, 1493]	[508, 146, 1346]
8	7A	0.421	0.227	0.407	[421, 116, 463]	[227, 152, 621]	[407, 101, 492]
8	8	0.398	0.237	0.336	[1195, 520, 1285]	[711, 0, 2289]	[1007, 393, 1600]
8	8A	0.441	0.393	0.422	[441, 177, 382]	[393, 387, 220]	[422, 150, 428]
8	9	0.489	0.228	0.464	[1467, 371, 1162]	[685, 0, 2315]	[1393, 244, 1363]
8	9A	0.528	0.738	0.495	[528, 107, 365]	[738, 114, 148]	[495, 77, 428]
8	10	0.56	0.231	0.546	[2240, 371, 1389]	[923, 0, 3077]	[2186, 293, 1521]
8	10A	0.5	0.858	0.553	[500, 121, 379]	[858, 72, 70]	[553, 64, 383]
8	11	0.549	0.235	0.554	[2196, 381, 1423]	[939, 0, 3061]	[2217, 292, 1491]
8	11A	0.541	0.932	0.534	[2164, 416, 1420]	[3728, 272, 0]	[2136, 288, 1576]
8	12	0.301	0.228	0.311	[2411, 658, 4931]	[1827, 0, 6173]	[2490, 473, 5037]
8	12A	0.491	0.235	0.413	[491, 106, 403]	[235, 0, 765]	[413, 52, 535]
8	13	0.296	0.232	0.268	[2071, 474, 4455]	[1621, 0, 5379]	[1879, 462, 4659]
8	13A	0.453	0.254	0.39	[453, 117, 430]	[254, 0, 746]	[390, 72, 538]
8	14	0.271	0.241	0.286	[1895, 474, 4631]	[1687, 0, 5313]	[2004, 358, 4638]
8	14A	0.458	0.235	0.419	[458, 92, 450]	[235, 0, 765]	[419, 51, 530]
8	15	0.274	0.237	0.266	[1644, 386, 3970]	[1424, 0, 4576]	[1598, 374, 4028]
8	15A	0.386	0.244	0.383	[386, 104, 510]	[244, 0, 756]	[383, 66, 551]
8	16	0.242	0.245	0.256	[1451, 367, 4182]	[1472, 0, 4528]	[1534, 372, 4094]
8	16A	0.413	0.234	0.385	[413, 85, 502]	[234, 0, 766]	[385, 46, 569]
8	17	0.229	0.241	0.254	[1145, 284, 3571]	[1207, 689, 3104]	[1268, 265, 3467]
8	17A	0.431	0.244	0.395	[431, 114, 455]	[244, 129, 627]	[395, 99, 506]
8	18	0.222	0.361	0.224	[1109, 113, 3778]	[1807, 1816, 1377]	[1118, 120, 3762]
8	18A	0.428	0.395	0.457	[428, 180, 392]	[395, 357, 248]	[457, 130, 413]
8	19	0.143	0.696	0.142	[572, 48, 3380]	[2784, 592, 624]	[568, 44, 3388]
8	19A	0.528	0.741	0.542	[528, 109, 363]	[741, 114, 145]	[542, 70, 388]
