dealer	player	hit	stay	double	hit	stay	double
5	15A	0.441	0.396	0.512	[441, 83, 476]	[396, 0, 604]	[512, 37, 451]
5	16	0.238	0.433	0.234	[1431, 304, 4265]	[2601, 0, 3399]	[1401, 313, 4286]
5	16A	0.441	0.431	0.496	[441, 66, 493]	[431, 0, 569]	[496, 59, 445]
5	17	0.24	0.414	0.202	[1198, 162, 3640]	[2071, 559, 2370]	[1008, 180, 3812]
5	17A	0.448	0.405	0.512	[448, 102, 450]	[405, 129, 466]	[512, 73, 415]
5	18	0.168	0.545	0.168	[840, 127, 4033]	[2727, 591, 1682]	[839, 131, 4030]
5	18A	0.501	0.546	0.565	[501, 82, 417]	[546, 113, 341]	[565, 68, 367]
5	19	0.13	0.681	0.128	[520, 76, 3404]	[2724, 380, 896]	[512, 72, 3416]
5	19A	0.519	0.65	0.572	[519, 79, 402]	[650, 118, 232]	[572, 78, 350]
5	20	0.069	0.76	0.081	[276, 16, 3708]	[3040, 420, 540]	[324, 24, 3652]
5	20A	0.555	0.761	0.59	[555, 91, 354]	[761, 122, 117]	[590, 86, 324]
6	2A	0.522	0.432	0.509	[522, 87, 391]	[432, 0, 568]	[509, 39, 452]
6	3A	0.509	0.449	0.532	[509, 69, 422]	[449, 0, 551]	[532, 45, 423]
6	4	0.409	0.447	0.412	[409, 73, 518]	[447, 0, 553]	[412, 0, 588]
6	4A	0.497	0.415	0.504	[497, 84, 419]	[415, 0, 585]	[504, 45, 451]
6	5	0.39	0.418	0.417	[390, 69, 541]	[418, 0, 582]	[417, 0, 583]
6	5A	0.461	0.42	0.521	[461, 92, 447]	[420, 0, 580]	[521, 50, 429]
6	6	0.368	0.413	0.441	[736, 141, 1123]	[826, 0, 1174]	[882, 25, 1093]
6	6A	0.455	0.426	0.5	[455, 72, 473]	[426, 0, 574]	[500, 41, 459]
6	7	0.429	0.419	0.445	[858, 194, 948]	[838, 0, 1162]	[890, 107, 1003]
6	7A	0.471	0.416	0.511	[471, 115, 414]	[416, 169, 415]	[511, 77, 412]
6	8	0.466	0.417	0.489	[1399, 247, 1354]	[1252, 0, 1748]	[1466, 168, 1366]
6	8A	0.545	0.605	0.556	[545, 85, 370]	[605, 102, 293]	[556, 63, 381]
6	9	0.491	0.43	0.549	[1472, 275, 1253]	[1290, 0, 1710]	[1648, 194, 1158]
6	9A	0.533	0.67	0.597	[533, 90, 377]	[670, 125, 205]	[597, 71, 332]
6	10	0.548	0.426	0.62	[2193, 388, 1419]	[1703, 0, 2297]	[2481, 264, 1255]
6	10A	0.574	0.792	0.614	[574, 86, 340]	[792, 103, 105]	[614, 70, 316]
6	11	0.587	0.424	0.631	[2349, 349, 1302]	[1696, 0, 2304]	[2526, 262, 1212]
6	11A	0.546	0.912	0.647	[2184, 364, 1452]	[3648, 352, 0]	[2588, 252, 1160]
6	12	0.348	0.418	0.39	[2785, 465, 4750]	[3341, 0, 4659]	[3120, 402, 4478]
6	12A	0.522	0.426	0.517	[522, 88, 390]	[426, 0, 574]	[517, 53, 430]
6	13	0.334	0.436	0.39	[2338, 371, 4291]	[3052, 0, 3948]	[2729, 238, 4033]
6	13A	0.51	0.397	0.53	[510, 80, 410]	[397, 0, 603]	[530, 60, 410]
6	14	0.294	0.426	0.311	[2056, 361, 4583]	[2981, 0, 4019]	[2178, 314, 4508]
6	14A	0.487	0.421	0.504	[487, 76, 437]	[421, 0, 579]	[504, 38, 458]
6	15	0.283	0.404	0.283	[1697, 358, 3945]	[2424, 0, 3576]	[1701, 240, 4059]
6	15A	0.456	0.435	0.547	[456, 97, 447]	[435, 0, 565]	[547, 35, 418]
6	16	0.262	0.43	0.27	[1570, 327, 4103]	[2579, 0, 3421]	[1621, 282, 4097]
6	16A	0.468	0.424	0.53	[468, 68, 464]	[424, 0, 576]	[530, 47, 423]
6	17	0.234	0.43	0.233	[1171, 126, 3703]	[2152, 813, 2035]	[1164, 157, 3679]
6	17A	0.48	0.452	0.515	[480, 104, 416]	[452, 148, 400]	[515, 77, 408]
6	18	0.19	0.582	0.198	[951, 116, 3933]	[2909, 495, 1596]	[989, 98, 3913]
6	18A	0.55	0.579	0.573	[550, 85, 365]	[579, 118, 303]	[573, 71, 356]
6	19	0.148	0.703	0.119	[592, 44, 3364]	[2812, 432, 756]	[476, 68, 3456]
6	19A	0.535	0.679	0.618	[535, 99, 366]	[679, 112, 209]	[618, 62, 320]
6	20	0.069	0.809	0.057	[276, 24, 3700]	[3236, 468, 296]	[228, 52, 3720]
6	20A	0.557	0.798	0.627	[557, 77, 366]	[798, 104, 98]	[627, 63, 310]
7	2A	0.516	0.26	0.422	[516, 111, 373]	[260, 0, 740]	[422, 61, 517]
7	3A	0.484	0.264	0.424	[484, 134, 382]	[264, 0, 736]	[424, 51, 525]
7	4	0.407	0.262	0.278	[407, 103, 490]	[262, 0, 738]	[278, 0, 722]
7	4A	0.45	0.255	0.423	[450, 108, 442]	[255, 0, 745]	[423, 52, 525]
7	5	0.392	0.254	0.286	[392, 94, 514]	[254, 0, 746]	[286, 0, 714]
7	5A	0.491	0.252	0.423	[491, 85, 424]	[252, 0, 748]	[423, 52, 525]
7	6	0.372	0.241	0.274	[745, 181, 1074]	[482, 0, 1518]	[548, 51, 1401]
7	6A	0.438	0.275	0.408	[438, 106, 456]	[275, 0, 725]	[408, 49, 543]
7	7	0.389	0.258	0.283	[777, 354, 869]	[516, 0, 1484]	[566, 248, 1186]
7	7A	0.443	0.254	0.436	[443, 157, 400]	[254, 388, 358]	[436, 125, 439]
7	8	0.48	0.274	0.404	[1440, 323, 1237]	[822, 0, 2178]	[1213, 265, 1522]
7	8A	0.526	0.643	0.473	[526, 102, 372]	[643, 134, 223]	[473, 84, 443]
7	9	0.53	0.264	0.469	[1591, 315, 1094]	[792, 0, 2208]	[1408, 226, 1366]
7	9A	0.545	0.75	0.544	[545, 119, 336]	[750, 93, 157]	[544, 84, 372]
7	10	0.58	0.254	0.58	[2318, 371, 1311]	[1014, 0, 2986]	[2318, 299, 1383]
7	10A	0.55	0.845	0.576	[550, 123, 327]	[845, 85, 70]	[576, 80, 344]
7	11	0.597	0.257	0.58	[2387, 377, 1236]	[1027, 0, 2973]	[2319, 272, 1409]
7	11A	0.595	0.932	0.572	[2380, 420, 1200]	[3728, 272, 0]	[2288, 328, 1384]
7	12	0.358	0.27	0.345	[2862, 607, 4531]	[2162, 0, 5838]	[2762, 457, 4781]
7	12A	0.501	0.244	0.416	[501, 133, 366]	[244, 0, 756]	[416, 55, 529]
7	13	0.325	0.268	0.322	[2273, 419, 4308]	[1873, 0, 5127]	[2254, 331, 4415]
7	13A	0.49	0.27	0.425	[490, 108, 402]	[270, 0, 730]	[425, 62, 513]
7	14	0.301	0.273	0.306	[2108, 465, 4427]	[1913, 0, 5087]	[2139, 353, 4508]
7	14A	0.481	0.279	0.429	[481, 111, 408]	[279, 0, 721]	[429, 59, 512]
7	15	0.267	0.253	0.28	[1603, 293, 4104]	[1518, 0, 4482]	[1679, 365, 3956]
7	15A	0.447	0.256	0.448	[447, 114, 439]	[256, 0, 744]	[448, 54, 498]
7	16	0.248	0.26	0.276	[1488, 334, 4178]	[1558, 0, 4442]	[1656, 310, 4034]
7	16A	0.438	0.245	0.426	[438, 97, 465]	[245, 0, 755]	[426, 53, 521]
7	17	0.252	0.25	0.233	[1259, 157, 3584]	[1250, 1856, 1894]	[1167, 159, 3674]
7	17A	0.423	0.267	0.44	[423, 172, 405]	[267, 381, 352]	[440, 136, 424]
7	18	0.192	0.637	0.215	[959, 90, 3951]	[3186, 710, 1104]	[1075, 109, 3816]
7	18A	0.545	0.635	0.522	[545, 111, 344]	[635, 137, 228]	[522, 80, 398]
7	19	0.145	0.758	0.138	[580, 32, 3388]	[3032, 356, 612]	[552, 40, 3408]
7	19A	0.547	0.785	0.565	[547, 105, 348]	[785, 81, 134]	[565, 61, 374]
7	20	0.089	0.846	0.086	[356, 20, 3624]	[3384, 320, 296]	[344, 20, 3636]
7	20A	0.591	0.845	0.55	[591, 94, 315]	[845, 71, 84]	[550, 65, 385]
8	2A	0.466	0.24	0.386	[466, 125, 409]	[240, 0, 760]	[386, 41, 573]
8	3A	0.465	0.244	0.39	[465, 122, 413]	[244, 0, 756]	[390, 48, 562]
8	4	0.373	0.272	0.278	[373, 99, 528]	[272, 0, 728]	[278, 0, 722]
8	4A	0.447	0.224	0.399	[447, 110, 443]	[224, 0, 776]	[399, 66, 535]
8	5	0.365	0.237	0.258	[365, 106, 529]	[237, 0, 763]	[258, 0, 742]
8	5A	0.412	0.244	0.4	[412, 95, 493]	[244, 0, 756]	[400, 57, 543]
8	6	0.317	0.241	0.244	[634, 182, 1184]	[483, 0, 1517]	[488, 21, 1491]
8	6A	0.401	0.24	0.382	[401, 87, 512]	[240, 0, 760]	[382, 58, 560]
8	7	0.33	0.254	0.252	[660, 231, 1109]	[508, 0, 1492]	[504, 137, 1359]
8	7A	0.406	0.233	0.406	[406, 105, 489]	[233, 132, 635]	[406, 87, 507]
8	8	0.391	0.245	0.311	[1173, 493, 1334]	[736, 0, 2264]	[934, 425, 1641]
8	8A	0.419	0.362	0.409	[419, 187, 394]	[362, 359, 279]	[409, 154, 437]
8	9	0.498	0.236	0.45	[1495, 362, 1143]	[707, 0, 2293]	[1350, 263, 1387]
8	9A	0.507	0.731	0.533	[507, 135, 358]	[731, 130, 139]	[533, 79, 388]
8	10	0.539	0.249	0.533	[2156, 398, 1446]	[996, 0, 3004]	[2131, 296, 1573]
8	10A	0.543	0.874	0.512	[543, 101, 356]	[874, 74, 52]	[512, 81, 407]
8	11	0.556	0.238	0.555	[2223, 412, 1365]	[953, 0, 3047]	[2220, 268, 1512]
8	11A	0.577	0.925	0.594	[2308, 388, 1304]	[3700, 300, 0]	[2376, 292, 1332]
8	12	0.329	0.245	0.313	[2635, 612, 4753]	[1963, 0, 6037]	[2506, 414, 5080]
8	12A	0.482	0.262	0.389	[482, 116, 402]	[262, 0, 738]	[389, 46, 565]
8	13	0.296	0.25	0.305	[2075, 539, 4386]	[1753, 0, 5247]	[2133, 375, 4492]
8	13A	0.48	0.251	0.393	[480, 96, 424]	[251, 0, 749]	[393, 58, 549]
8	14	0.277	0.245	0.269	[1936, 466, 4598]	[1716, 0, 5284]	[1886, 427, 4687]
8	14A	0.448	0.233	0.389	[448, 94, 458]	[233, 0, 767]	[389, 70, 541]
8	15	0.256	0.239	0.253	[1536, 381, 4083]	[1435, 0, 4565]	[1515, 392, 4093]
8	15A	0.429	0.243	0.387	[429, 97, 474]	[243, 0, 757]	[387, 52, 561]
8	16	0.244	0.254	0.246	[1463, 332, 4205]	[1526, 0, 4474]	[1477, 288, 4235]
8	16A	0.401	0.243	0.37	[401, 102, 497]	[243, 0, 757]	[370, 57, 573]
8	17	0.227	0.253	0.222	[1136, 261, 3603]	[1267, 659, 3074]	[1112, 230, 3658]
8	17A	0.394	0.255	0.398	[394, 113, 493]	[255, 114, 631]	[398, 88, 514]
8	18	0.175	0.372	0.191	[875, 106, 4019]	[1862, 1856, 1282]	[953, 108, 3939]
8	18A	0.44	0.397	0.408	[440, 180, 380]	[397, 318, 285]	[408, 145, 447]
8	19	0.135	0.763	0.127	[540, 28, 3432]	[3052, 456, 492]	[508, 40, 3452]
8	19A	0.545	0.748	0.487	[545, 112, 343]	[748, 103, 149]	[487, 103, 410]
