dealer	player	hit	stay	double	hit	stay	double
2	12	0.306	0.357	0.362	[2448, 528, 5024]	[2857, 0, 5143]	[2893, 409, 4698]
2	12A	0.465	0.343	0.46	[465, 106, 429]	[343, 0, 657]	[460, 41, 499]
2	13	0.299	0.354	0.328	[2092, 436, 4472]	[2475, 0, 4525]	[2299, 334, 4367]
2	13A	0.43	0.352	0.441	[430, 88, 482]	[352, 0, 648]	[441, 57, 502]
2	14	0.262	0.355	0.297	[1833, 412, 4755]	[2488, 0, 4512]	[2081, 366, 4553]
2	14A	0.447	0.372	0.475	[447, 88, 465]	[372, 0, 628]	[475, 45, 480]
2	15	0.267	0.345	0.277	[1604, 302, 4094]	[2070, 0, 3930]	[1662, 335, 4003]
2	15A	0.425	0.353	0.442	[425, 89, 486]	[353, 0, 647]	[442, 47, 511]
2	16	0.264	0.356	0.25	[1583, 293, 4124]	[2139, 0, 3861]	[1500, 297, 4203]
2	16A	0.414	0.352	0.464	[414, 72, 514]	[352, 0, 648]	[464, 57, 479]
2	17	0.195	0.352	0.221	[974, 178, 3848]	[1758, 703, 2539]	[1104, 218, 3678]
2	17A	0.426	0.334	0.442	[426, 102, 472]	[334, 144, 522]	[442, 78, 480]
2	18	0.185	0.494	0.173	[924, 144, 3932]	[2470, 654, 1876]	[864, 152, 3984]
2	18A	0.479	0.48	0.464	[479, 104, 417]	[480, 140, 380]	[464, 91, 445]
2	19	0.115	0.62	0.119	[460, 56, 3484]	[2480, 492, 1028]	[476, 52, 3472]
2	19A	0.462	0.65	0.537	[462, 102, 436]	[650, 127, 223]	[537, 66, 397]
2	20	0.066	0.777	0.064	[264, 40, 3696]	[3108, 480, 412]	[256, 24, 3720]
2	20A	0.514	0.76	0.537	[514, 95, 391]	[760, 132, 108]	[537, 84, 379]
3	2A	0.493	0.388	0.493	[493, 99, 408]	[388, 0, 612]	[493, 50, 457]
3	3A	0.478	0.382	0.477	[478, 94, 428]	[382, 0, 618]	[477, 50, 473]
3	4	0.379	0.38	0.385	[379, 72, 549]	[380, 0, 620]	[385, 0, 615]
3	4A	0.419	0.377	0.488	[419, 80, 501]	[377, 0, 623]	[488, 50, 462]
3	5	0.382	0.384	0.383	[382, 63, 555]	[384, 0, 616]	[383, 0, 617]
3	5A	0.448	0.347	0.491	[448, 78, 474]	[347, 0, 653]	[491, 36, 473]
3	6	0.335	0.356	0.382	[670, 156, 1174]	[713, 0, 1287]	[763, 23, 1214]
3	6A	0.414	0.389	0.472	[414, 89, 497]	[389, 0, 611]	[472, 48, 480]
3	7	0.379	0.391	0.379	[757, 199, 1044]	[782, 0, 1218]	[757, 108, 1135]
3	7A	0.432	0.37	0.472	[432, 92, 476]	[370, 140, 490]	[472, 76, 452]
3	8	0.437	0.363	0.413	[1311, 305, 1384]	[1088, 0, 1912]	[1240, 189, 1571]
3	8A	0.465	0.505	0.499	[465, 104, 431]	[505, 123, 372]	[499, 90, 411]
3	9	0.482	0.376	0.498	[1446, 262, 1292]	[1128, 0, 1872]	[1495, 220, 1285]
3	9A	0.519	0.624	0.545	[519, 87, 394]	[624, 123, 253]	[545, 75, 380]
3	10	0.535	0.387	0.567	[2142, 386, 1472]	[1546, 0, 2454]	[2267, 281, 1452]
3	10A	0.564	0.757	0.568	[564, 101, 335]	[757, 121, 122]	[568, 84, 348]
3	11	0.555	0.365	0.595	[2221, 390, 1389]	[1460, 0, 2540]	[2378, 297, 1325]
3	11A	0.571	0.886	0.604	[2284, 340, 1376]	[3544, 456, 0]	[2416, 280, 1304]
3	12	0.334	0.379	0.363	[2675, 549, 4776]	[3031, 0, 4969]	[2905, 346, 4749]
3	12A	0.458	0.364	0.491	[458, 100, 442]	[364, 0, 636]	[491, 41, 468]
3	13	0.324	0.367	0.317	[2266, 383, 4351]	[2571, 0, 4429]	[2222, 318, 4460]
3	13A	0.477	0.399	0.467	[477, 89, 434]	[399, 0, 601]	[467, 67, 466]
3	14	0.277	0.362	0.311	[1939, 425, 4636]	[2532, 0, 4468]	[2179, 325, 4496]
3	14A	0.432	0.375	0.469	[432, 86, 482]	[375, 0, 625]	[469, 42, 489]
3	15	0.263	0.374	0.274	[1578, 290, 4132]	[2244, 0, 3756]	[1643, 305, 4052]
3	15A	0.424	0.355	0.437	[424, 87, 489]	[355, 0, 645]	[437, 55, 508]
3	16	0.246	0.375	0.221	[1475, 294, 4231]	[2249, 0, 3751]	[1326, 282, 4392]
3	16A	0.426	0.39	0.475	[426, 89, 485]	[390, 0, 610]	[475, 45, 480]
3	17	0.208	0.362	0.209	[1040, 153, 3807]	[1809, 652, 2539]	[1045, 216, 3739]
3	17A	0.451	0.394	0.497	[451, 94, 455]	[394, 126, 480]	[497, 89, 414]
3	18	0.164	0.508	0.183	[822, 127, 4051]	[2538, 718, 1744]	[914, 141, 3945]
3	18A	0.466	0.518	0.509	[466, 99, 435]	[518, 145, 337]	[509, 77, 414]
3	19	0.122	0.623	0.147	[488, 80, 3432]	[2492, 536, 972]	[588, 92, 3320]
3	19A	0.494	0.636	0.543	[494, 99, 407]	[636, 147, 217]	[543, 87, 370]
3	20	0.071	0.793	0.061	[284, 20, 3696]	[3172, 452, 376]	[244, 12, 3744]
3	20A	0.527	0.778	0.573	[527, 107, 366]	[778, 127, 95]	[573, 68, 359]
4	2A	0.492	0.39	0.489	[492, 85, 423]	[390, 0, 610]	[489, 41, 470]
4	3A	0.472	0.391	0.472	[472, 88, 440]	[391, 0, 609]	[472, 49, 479]
4	4	0.397	0.413	0.361	[397, 67, 536]	[413, 0, 587]	[361, 0, 639]
4	4A	0.468	0.382	0.5	[468, 81, 451]	[382, 0, 618]	[500, 46, 454]
4	5	0.34	0.419	0.397	[340, 66, 594]	[419, 0, 581]	[397, 0, 603]
4	5A	0.43	0.405	0.456	[430, 89, 481]	[405, 0, 595]	[456, 45, 499]
4	6	0.36	0.407	0.37	[720, 126, 1154]	[815, 0, 1185]	[740, 17, 1243]
4	6A	0.397	0.403	0.512	[397, 87, 516]	[403, 0, 597]	[512, 44, 444]
4	7	0.399	0.392	0.399	[798, 196, 1006]	[784, 0, 1216]	[798, 98, 1104]
4	7A	0.43	0.38	0.503	[430, 109, 461]	[380, 145, 475]	[503, 84, 413]
4	8	0.446	0.411	0.455	[1338, 267, 1395]	[1234, 0, 1766]	[1364, 174, 1462]
4	8A	0.468	0.525	0.513	[468, 80, 452]	[525, 117, 358]	[513, 74, 413]
4	9	0.485	0.384	0.505	[1456, 308, 1236]	[1153, 0, 1847]	[1516, 223, 1261]
4	9A	0.522	0.608	0.55	[522, 107, 371]	[608, 139, 253]	[550, 79, 371]
4	10	0.55	0.414	0.581	[2200, 364, 1436]	[1658, 0, 2342]	[2324, 303, 1373]
4	10A	0.546	0.753	0.588	[546, 91, 363]	[753, 132, 115]	[588, 69, 343]
4	11	0.564	0.411	0.606	[2254, 379, 1367]	[1643, 0, 2357]	[2423, 320, 1257]
4	11A	0.57	0.88	0.63	[2280, 272, 1448]	[3520, 480, 0]	[2520, 328, 1152]
4	12	0.336	0.392	0.355	[2686, 537, 4777]	[3136, 0, 4864]	[2840, 360, 4800]
4	12A	0.495	0.408	0.497	[495, 78, 427]	[408, 0, 592]	[497, 51, 452]
4	13	0.304	0.379	0.328	[2130, 394, 4476]	[2650, 0, 4350]	[2293, 361, 4346]
4	13A	0.484	0.412	0.478	[484, 70, 446]	[412, 0, 588]	[478, 54, 468]
4	14	0.305	0.406	0.309	[2133, 400, 4467]	[2844, 0, 4156]	[2161, 378, 4461]
4	14A	0.434	0.369	0.496	[434, 99, 467]	[369, 0, 631]	[496, 56, 448]
4	15	0.268	0.38	0.27	[1610, 305, 4085]	[2280, 0, 3720]	[1622, 271, 4107]
4	15A	0.445	0.384	0.492	[445, 79, 476]	[384, 0, 616]	[492, 38, 470]
4	16	0.249	0.395	0.246	[1493, 315, 4192]	[2372, 0, 3628]	[1475, 334, 4191]
4	16A	0.404	0.371	0.473	[404, 69, 527]	[371, 0, 629]	[473, 50, 477]
4	17	0.213	0.395	0.216	[1066, 178, 3756]	[1977, 649, 2374]	[1081, 160, 3759]
4	17A	0.471	0.406	0.469	[471, 93, 436]	[406, 129, 465]	[469, 87, 444]
4	18	0.178	0.526	0.184	[892, 119, 3989]	[2628, 692, 1680]	[918, 129, 3953]
4	18A	0.48	0.544	0.5	[480, 87, 433]	[544, 128, 328]	[500, 78, 422]
4	19	0.137	0.657	0.123	[548, 76, 3376]	[2628, 444, 928]	[492, 80, 3428]
4	19A	0.491	0.636	0.509	[491, 111, 398]	[636, 139, 225]	[509, 94, 397]
4	20	0.064	0.742	0.045	[256, 44, 3700]	[2968, 520, 512]	[180, 28, 3792]
4	20A	0.52	0.774	0.595	[520, 91, 389]	[774, 131, 95]	[595, 53, 352]
5	2A	0.503	0.413	0.495	[503, 89, 408]	[413, 0, 587]	[495, 49, 456]
5	3A	0.501	0.417	0.515	[501, 72, 427]	[417, 0, 583]	[515, 33, 452]
5	4	0.383	0.421	0.387	[383, 69, 548]	[421, 0, 579]	[387, 0, 613]
5	4A	0.467	0.429	0.495	[467, 88, 445]	[429, 0, 571]	[495, 44, 461]
5	5	0.376	0.403	0.43	[376, 86, 538]	[403, 0, 597]	[430, 0, 570]
5	5A	0.448	0.409	0.525	[448, 63, 489]	[409, 0, 591]	[525, 42, 433]
5	6	0.354	0.419	0.414	[709, 133, 1158]	[838, 0, 1162]	[829, 16, 1155]
5	6A	0.416	0.405	0.527	[416, 88, 496]	[405, 0, 595]	[527, 45, 428]
5	7	0.414	0.429	0.437	[828, 156, 1016]	[858, 0, 1142]	[874, 104, 1022]
5	7A	0.485	0.433	0.524	[485, 102, 413]	[433, 107, 460]	[524, 74, 402]
5	8	0.44	0.401	0.465	[1321, 293, 1386]	[1203, 0, 1797]	[1395, 147, 1458]
5	8A	0.501	0.556	0.532	[501, 93, 406]	[556, 122, 322]	[532, 74, 394]
5	9	0.481	0.407	0.529	[1444, 295, 1261]	[1221, 0, 1779]	[1587, 184, 1229]
5	9A	0.52	0.638	0.538	[520, 93, 387]	[638, 121, 241]	[538, 78, 384]
5	10	0.542	0.411	0.588	[2169, 360, 1471]	[1646, 0, 2354]	[2352, 293, 1355]
5	10A	0.499	0.779	0.613	[499, 104, 397]	[779, 107, 114]	[613, 72, 315]
5	11	0.567	0.441	0.615	[2267, 359, 1374]	[1765, 0, 2235]	[2461, 285, 1254]
5	11A	0.575	0.9	0.652	[2300, 388, 1312]	[3600, 400, 0]	[2608, 332, 1060]
5	12	0.334	0.421	0.386	[2670, 488, 4842]	[3365, 0, 4635]	[3084, 369, 4547]
5	12A	0.477	0.398	0.51	[477, 84, 439]	[398, 0, 602]	[510, 43, 447]
5	13	0.31	0.409	0.346	[2171, 379, 4450]	[2864, 0, 4136]	[2422, 305, 4273]
5	13A	0.463	0.386	0.504	[463, 96, 441]	[386, 0, 614]	[504, 52, 444]
5	14	0.312	0.398	0.313	[2181, 339, 4480]	[2788, 0, 4212]	[2188, 308, 4504]
5	14A	0.448	0.401	0.518	[448, 81, 471]	[401, 0, 599]	[518, 47, 435]
5	15	0.273	0.435	0.275	[1640, 317, 4043]	[2609, 0, 3391]	[1648, 283, 4069]
5	15A	0.467	0.391	0.483	[467, 79, 454]	[391, 0, 609]	[483, 43, 474]
5	16	0.262	0.426	0.253	[1571, 240, 4189]	[2555, 0, 3445]	[1515, 237, 4248]
5	16A	0.402	0.411	0.545	[402, 68, 530]	[411, 0, 589]	[545, 42, 413]
5	17	0.221	0.405	0.217	[1105, 176, 3719]	[2026, 622, 2352]	[1087, 163, 3750]
5	17A	0.462	0.459	0.482	[462, 91, 447]	[459, 114, 427]	[482, 79, 439]
5	18	0.181	0.546	0.203	[905, 117, 3978]	[2729, 553, 1718]	[1014, 119, 3867]
5	18A	0.499	0.54	0.52	[499, 92, 409]	[540, 130, 330]	[520, 69, 411]
5	19	0.128	0.693	0.121	[512, 68, 3420]	[2772, 480, 748]	[484, 72, 3444]
5	19A	0.52	0.675	0.584	[520, 110, 370]	[675, 112, 213]	[584, 81, 335]
5	20	0.074	0.793	0.06	[296, 12, 3692]	[3172, 440, 388]	[240, 32, 3728]
5	20A	0.538	0.792	0.58	[538, 95, 367]	[792, 101, 107]	[580, 65, 355]
6	2A	0.519	0.428	0.532	[519, 74, 407]	[428, 0, 572]	[532, 43, 425]
6	3A	0.487	0.403	0.528	[487, 76, 437]	[403, 0, 597]	[528, 45, 427]
6	4	0.384	0.431	0.403	[384, 90, 526]	[431, 0, 569]	[403, 0, 597]
6	4A	0.488	0.423	0.533	[488, 77, 435]	[423, 0, 577]	[533, 50, 417]
6	5	0.387	0.404	0.408	[387, 60, 553]	[404, 0, 596]	[408, 0, 592]
6	5A	0.464	0.389	0.495	[464, 88, 448]	[389, 0, 611]	[495, 49, 456]
6	6	0.381	0.438	0.427	[761, 120, 1119]	[875, 0, 1125]	[855, 31, 1114]
6	6A	0.44	0.426	0.515	[440, 73, 487]	[426, 0, 574]	[515, 43, 442]
6	7	0.418	0.447	0.436	[837, 202, 961]	[893, 0, 1107]	[873, 107, 1020]
6	7A	0.478	0.423	0.525	[478, 96, 426]	[423, 170, 407]	[525, 80, 395]
6	8	0.456	0.422	0.493	[1367, 253, 1380]	[1265, 0, 1735]	[1480, 156, 1364]
6	8A	0.53	0.578	0.568	[530, 78, 392]	[578, 110, 312]	[568, 69, 363]
6	9	0.507	0.428	0.561	[1521, 271, 1208]	[1284, 0, 1716]	[1684, 188, 1128]
6	9A	0.582	0.709	0.608	[582, 96, 322]	[709, 118, 173]	[608, 74, 318]
6	10	0.575	0.436	0.599	[2300, 315, 1385]	[1745, 0, 2255]	[2397, 282, 1321]
6	10A	0.543	0.816	0.617	[543, 104, 353]	[816, 94, 90]	[617, 92, 291]
6	11	0.589	0.42	0.638	[2354, 326, 1320]	[1682, 0, 2318]	[2552, 271, 1177]
6	11A	0.549	0.913	0.625	[2196, 376, 1428]	[3652, 348, 0]	[2500, 284, 1216]
6	12	0.344	0.42	0.39	[2753, 493, 4754]	[3359, 0, 4641]	[3118, 390, 4492]
6	12A	0.535	0.371	0.526	[535, 86, 379]	[371, 0, 629]	[526, 38, 436]
6	13	0.317	0.401	0.347	[2221, 393, 4386]	[2807, 0, 4193]	[2432, 291, 4277]
6	13A	0.463	0.413	0.55	[463, 90, 447]	[413, 0, 587]	[550, 51, 399]
6	14	0.315	0.411	0.339	[2202, 324, 4474]	[2877, 0, 4123]	[2372, 296, 4332]
6	14A	0.519	0.419	0.525	[519, 73, 408]	[419, 0, 581]	[525, 49, 426]
6	15	0.291	0.437	0.294	[1745, 290, 3965]	[2620, 0, 3380]	[1763, 277, 3960]
6	15A	0.472	0.411	0.513	[472, 67, 461]	[411, 0, 589]	[513, 51, 436]
6	16	0.26	0.402	0.283	[1557, 227, 4216]	[2411, 0, 3589]	[1696, 269, 4035]
6	16A	0.45	0.433	0.514	[450, 61, 489]	[433, 0, 567]	[514, 44, 442]
6	17	0.231	0.432	0.232	[1156, 149, 3695]	[2160, 862, 1978]	[1158, 154, 3688]
6	17A	0.505	0.403	0.522	[505, 101, 394]	[403, 172, 425]	[522, 85, 393]
6	18	0.195	0.599	0.193	[975, 140, 3885]	[2995, 495, 1510]	[963, 115, 3922]
6	18A	0.513	0.612	0.59	[513, 99, 388]	[612, 91, 297]	[590, 73, 337]
6	19	0.153	0.704	0.142	[612, 80, 3308]	[2816, 436, 748]	[568, 44, 3388]
6	19A	0.533	0.726	0.546	[533, 76, 391]	[726, 98, 176]	[546, 72, 382]
6	20	0.066	0.818	0.075	[264, 16, 3720]	[3272, 404, 324]	[300, 44, 3656]
6	20A	0.544	0.802	0.628	[544, 99, 357]	[802, 96, 102]	[628, 64, 308]
7	2A	0.515	0.24	0.425	[515, 121, 364]	[240, 0, 760]	[425, 51, 524]
7	3A	0.526	0.262	0.428	[526, 112, 362]	[262, 0, 738]	[428, 46, 526]
7	4	0.399	0.285	0.279	[399, 101, 500]	[285, 0, 715]	[279, 0, 721]
7	4A	0.506	0.239	0.432	[506, 106, 388]	[239, 0, 761]	[432, 56, 512]
7	5	0.411	0.268	0.262	[411, 92, 497]	[268, 0, 732]	[262, 0, 738]
7	5A	0.464	0.244	0.436	[464, 97, 439]	[244, 0, 756]	[436, 50, 514]
7	6	0.379	0.26	0.254	[757, 198, 1045]	[519, 0, 1481]	[507, 61, 1432]
7	6A	0.475	0.241	0.429	[475, 91, 434]	[241, 0, 759]	[429, 58, 513]
7	7	0.361	0.275	0.291	[723, 352, 925]	[549, 0, 1451]	[582, 243, 1175]
7	7A	0.427	0.281	0.426	[427, 179, 394]	[281, 365, 354]	[426, 146, 428]
7	8	0.475	0.26	0.414	[1426, 357, 1217]	[781, 0, 2219]	[1243, 269, 1488]
7	8A	0.535	0.62	0.503	[535, 105, 360]	[620, 147, 233]	[503, 112, 385]
7	9	0.531	0.269	0.493	[1594, 318, 1088]	[806, 0, 2194]	[1480, 196, 1324]
7	9A	0.533	0.758	0.532	[533, 114, 353]	[758, 96, 146]	[532, 80, 388]
7	10	0.578	0.258	0.555	[2310, 419, 1271]	[1033, 0, 2967]	[2219, 308, 1473]
7	10A	0.567	0.849	0.546	[567, 109, 324]	[849, 68, 83]	[546, 74, 380]
7	11	0.588	0.26	0.576	[2351, 403, 1246]	[1039, 0, 2961]	[2302, 290, 1408]
7	11A	0.58	0.933	0.582	[2320, 380, 1300]	[3732, 268, 0]	[2328, 272, 1400]
7	12	0.365	0.253	0.344	[2917, 555, 4528]	[2026, 0, 5974]	[2753, 437, 4810]
7	12A	0.502	0.258	0.406	[502, 118, 380]	[258, 0, 742]	[406, 59, 535]
7	13	0.313	0.266	0.328	[2188, 536, 4276]	[1863, 0, 5137]	[2294, 376, 4330]
7	13A	0.471	0.264	0.452	[471, 125, 404]	[264, 0, 736]	[452, 45, 503]
7	14	0.31	0.284	0.302	[2169, 447, 4384]	[1989, 0, 5011]	[2115, 353, 4532]
7	14A	0.494	0.274	0.4	[494, 97, 409]	[274, 0, 726]	[400, 55, 545]
7	15	0.282	0.266	0.284	[1691, 333, 3976]	[1594, 0, 4406]	[1706, 360, 3934]
7	15A	0.439	0.266	0.443	[439, 106, 455]	[266, 0, 734]	[443, 42, 515]
7	16	0.254	0.256	0.262	[1523, 330, 4147]	[1534, 0, 4466]	[1572, 426, 4002]
7	16A	0.45	0.241	0.407	[450, 103, 447]	[241, 0, 759]	[407, 62, 531]
7	17	0.235	0.251	0.238	[1175, 161, 3664]	[1256, 1875, 1869]	[1191, 120, 3689]
7	17A	0.42	0.276	0.455	[420, 182, 398]	[276, 365, 359]	[455, 128, 417]
7	18	0.202	0.624	0.193	[1010, 107, 3883]	[3122, 609, 1269]	[966, 94, 3940]
7	18A	0.519	0.613	0.513	[519, 102, 379]	[613, 156, 231]	[513, 79, 408]
7	19	0.147	0.756	0.124	[588, 84, 3328]	[3024, 364, 612]	[496, 48, 3456]
7	19A	0.576	0.785	0.567	[576, 85, 339]	[785, 69, 146]	[567, 81, 352]
7	20	0.071	0.859	0.08	[284, 16, 3700]	[3436, 292, 272]	[320, 20, 3660]
7	20A	0.617	0.853	0.555	[617, 98, 285]	[853, 74, 73]	[555, 82, 363]
8	2A	0.463	0.262	0.399	[463, 109, 428]	[262, 0, 738]	[399, 56, 545]
8	3A	0.458	0.258	0.386	[458, 118, 424]	[258, 0, 742]	[386, 57, 557]
8	4	0.375	0.233	0.25	[375, 97, 528]	[233, 0, 767]	[250, 0, 750]
8	4A	0.441	0.248	0.391	[441, 107, 452]	[248, 0, 752]	[391, 73, 536]
8	5	0.37	0.242	0.246	[370, 73, 557]	[242, 0, 758]	[246, 0, 754]
8	5A	0.423	0.239	0.404	[423, 80, 497]	[239, 0, 761]	[404, 69, 527]
8	6	0.339	0.251	0.22	[678, 181, 1141]	[502, 0, 1498]	[439, 18, 1543]
8	6A	0.398	0.24	0.365	[398, 78, 524]	[240, 0, 760]	[365, 69, 566]
8	7	0.334	0.26	0.234	[667, 218, 1115]	[519, 0, 1481]	[468, 146, 1386]
8	7A	0.401	0.252	0.39	[401, 120, 479]	[252, 120, 628]	[390, 74, 536]
8	8	0.366	0.261	0.32	[1099, 548, 1353]	[782, 0, 2218]	[959, 395, 1646]
8	8A	0.445	0.366	0.428	[445, 156, 399]	[366, 361, 273]	[428, 125, 447]
8	9	0.497	0.24	0.45	[1491, 351, 1158]	[720, 0, 2280]	[1349, 247, 1404]
8	9A	0.525	0.739	0.533	[525, 113, 362]	[739, 129, 132]	[533, 85, 382]
8	10	0.549	0.237	0.518	[2197, 410, 1393]	[949, 0, 3051]	[2071, 291, 1638]
8	10A	0.564	0.875	0.528	[564, 86, 350]	[875, 56, 69]	[528, 68, 404]
8	11	0.558	0.242	0.56	[2232, 402, 1366]	[970, 0, 3030]	[2241, 279, 1480]
8	11A	0.568	0.93	0.561	[2272, 392, 1336]	[3720, 280, 0]	[2244, 268, 1488]
8	12	0.324	0.242	0.336	[2588, 606, 4806]	[1934, 0, 6066]	[2691, 456, 4853]
8	12A	0.458	0.245	0.39	[458, 124, 418]	[245, 0, 755]	[390, 57, 553]
8	13	0.316	0.235	0.295	[2211, 496, 4293]	[1647, 0, 5353]	[2064, 450, 4486]
8	13A	0.452	0.257	0.417	[452, 110, 438]	[257, 0, 743]	[417, 63, 520]
8	14	0.277	0.232	0.283	[1941, 485, 4574]	[1622, 0, 5378]	[1979, 472, 4549]
8	14A	0.403	0.229	0.384	[403, 109, 488]	[229, 0, 771]	[384, 51, 565]
8	15	0.269	0.245	0.274	[1611, 414, 3975]	[1469, 0, 4531]	[1644, 351, 4005]
8	15A	0.38	0.26	0.384	[380, 106, 514]	[260, 0, 740]	[384, 52, 564]
8	16	0.237	0.258	0.236	[1425, 399, 4176]	[1549, 0, 4451]	[1416, 271, 4313]
8	16A	0.391	0.243	0.395	[391, 105, 504]	[243, 0, 757]	[395, 51, 554]
8	17	0.222	0.265	0.193	[1111, 239, 3650]	[1323, 613, 3064]	[967, 229, 3804]
8	17A	0.422	0.245	0.379	[422, 116, 462]	[245, 110, 645]	[379, 86, 535]
8	18	0.202	0.38	0.197	[1008, 97, 3895]	[1902, 1755, 1343]	[985, 103, 3912]
8	18A	0.463	0.367	0.408	[463, 153, 384]	[367, 355, 278]	[408, 153, 439]
8	19	0.127	0.729	0.129	[508, 52, 3440]	[2916, 536, 548]	[516, 48, 3436]
8	19A	0.511	0.736	0.524	[511, 127, 362]	[736, 132, 132]	[524, 83, 393]
