dealer	player	hit	stay	double	hit	stay	double
1	19A	0.302	0.383	0.292	[302, 111, 587]	[383, 111, 506]	[292, 100, 608]
1	20	0.052	0.496	0.054	[208, 116, 3676]	[1984, 536, 1480]	[216, 108, 3676]
1	20A	0.33	0.489	0.313	[330, 123, 547]	[489, 142, 369]	[313, 96, 591]
2	2A	0.455	0.362	0.426	[455, 108, 437]	[362, 0, 638]	[426, 58, 516]
2	3A	0.427	0.364	0.458	[427, 95, 478]	[364, 0, 636]	[458, 44, 498]
2	4	0.38	0.382	0.354	[380, 79, 541]	[382, 0, 618]	[354, 0, 646]
2	4A	0.42	0.33	0.485	[420, 80, 500]	[330, 0, 670]	[485, 45, 470]
2	5	0.376	0.356	0.358	[376, 89, 535]	[356, 0, 644]	[358, 0, 642]
2	5A	0.402	0.369	0.458	[402, 95, 503]	[369, 0, 631]	[458, 38, 504]
2	6	0.339	0.347	0.344	[678, 162, 1160]	[695, 0, 1305]	[687, 19, 1294]
2	6A	0.405	0.345	0.47	[405, 86, 509]	[345, 0, 655]	[470, 52, 478]
2	7	0.385	0.33	0.351	[770, 185, 1045]	[659, 0, 1341]	[703, 102, 1195]
2	7A	0.396	0.349	0.453	[396, 111, 493]	[349, 142, 509]	[453, 81, 466]
2	8	0.406	0.357	0.43	[1219, 308, 1473]	[1071, 0, 1929]	[1291, 190, 1519]
2	8A	0.474	0.503	0.476	[474, 102, 424]	[503, 144, 353]	[476, 94, 430]
2	9	0.465	0.349	0.484	[1395, 301, 1304]	[1046, 0, 1954]	[1452, 212, 1336]
2	9A	0.512	0.617	0.498	[512, 108, 380]	[617, 129, 254]	[498, 77, 425]
2	10	0.529	0.365	0.562	[2118, 388, 1494]	[1460, 0, 2540]	[2249, 309, 1442]
2	10A	0.519	0.767	0.551	[519, 110, 371]	[767, 128, 105]	[551, 82, 367]
2	11	0.559	0.356	0.591	[2237, 394, 1369]	[1424, 0, 2576]	[2365, 305, 1330]
2	11A	0.528	0.885	0.58	[2112, 388, 1500]	[3540, 460, 0]	[2320, 272, 1408]
2	12	0.321	0.36	0.327	[2569, 597, 4834]	[2882, 0, 5118]	[2612, 394, 4994]
2	12A	0.473	0.357	0.475	[473, 93, 434]	[357, 0, 643]	[475, 48, 477]
2	13	0.303	0.369	0.329	[2121, 478, 4401]	[2586, 0, 4414]	[2301, 389, 4310]
2	13A	0.418	0.343	0.468	[418, 114, 468]	[343, 0, 657]	[468, 58, 474]
2	14	0.3	0.34	0.289	[2099, 375, 4526]	[2380, 0, 4620]	[2024, 304, 4672]
2	14A	0.467	0.347	0.445	[467, 81, 452]	[347, 0, 653]	[445, 44, 511]
2	15	0.247	0.361	0.27	[1483, 381, 4136]	[2167, 0, 3833]	[1622, 291, 4087]
2	15A	0.399	0.371	0.448	[399, 69, 532]	[371, 0, 629]	[448, 53, 499]
2	16	0.246	0.358	0.226	[1475, 269, 4256]	[2150, 0, 3850]	[1355, 307, 4338]
2	16A	0.411	0.364	0.469	[411, 85, 504]	[364, 0, 636]	[469, 50, 481]
2	17	0.228	0.37	0.209	[1141, 194, 3665]	[1852, 619, 2529]	[1046, 198, 3756]
2	17A	0.439	0.361	0.435	[439, 104, 457]	[361, 131, 508]	[435, 97, 468]
2	18	0.181	0.49	0.171	[905, 143, 3952]	[2451, 684, 1865]	[857, 164, 3979]
2	18A	0.472	0.491	0.468	[472, 120, 408]	[491, 142, 367]	[468, 91, 441]
2	19	0.109	0.596	0.143	[436, 68, 3496]	[2384, 532, 1084]	[572, 60, 3368]
2	19A	0.475	0.647	0.527	[475, 110, 415]	[647, 133, 220]	[527, 79, 394]
2	20	0.063	0.755	0.064	[252, 36, 3712]	[3020, 556, 424]	[256, 32, 3712]
2	20A	0.49	0.761	0.56	[490, 104, 406]	[761, 133, 106]	[560, 79, 361]
3	2A	0.482	0.375	0.501	[482, 77, 441]	[375, 0, 625]	[501, 35, 464]
3	3A	0.454	0.381	0.494	[454, 102, 444]	[381, 0, 619]	[494, 43, 463]
3	4	0.396	0.357	0.352	[396, 74, 530]	[357, 0, 643]	[352, 0, 648]
3	4A	0.442	0.361	0.441	[442, 85, 473]	[361, 0, 639]	[441, 55, 504]
3	5	0.367	0.369	0.375	[367, 66, 567]	[369, 0, 631]	[375, 0, 625]
3	5A	0.438	0.375	0.474	[438, 81, 481]	[375, 0, 625]	[474, 60, 466]
3	6	0.35	0.371	0.386	[700, 150, 1150]	[742, 0, 1258]	[772, 23, 1205]
3	6A	0.398	0.386	0.466	[398, 88, 514]	[386, 0, 614]	[466, 48, 486]
3	7	0.377	0.369	0.389	[754, 201, 1045]	[738, 0, 1262]	[777, 95, 1128]
3	7A	0.417	0.352	0.461	[417, 118, 465]	[352, 127, 521]	[461, 85, 454]
3	8	0.442	0.369	0.446	[1327, 291, 1382]	[1107, 0, 1893]	[1339, 181, 1480]
3	8A	0.462	0.499	0.488	[462, 101, 437]	[499, 125, 376]	[488, 62, 450]
3	9	0.481	0.373	0.497	[1443, 282, 1275]	[1119, 0, 1881]	[1490, 221, 1289]
3	9A	0.465	0.64	0.548	[465, 98, 437]	[640, 132, 228]	[548, 75, 377]
3	10	0.529	0.388	0.57	[2116, 382, 1502]	[1552, 0, 2448]	[2280, 299, 1421]
3	10A	0.534	0.764	0.547	[534, 116, 350]	[764, 115, 121]	[547, 77, 376]
3	11	0.542	0.373	0.605	[2167, 399, 1434]	[1492, 0, 2508]	[2420, 285, 1295]
3	11A	0.552	0.897	0.584	[2208, 396, 1396]	[3588, 412, 0]	[2336, 308, 1356]
3	12	0.329	0.371	0.364	[2630, 482, 4888]	[2972, 0, 5028]	[2914, 367, 4719]
3	12A	0.477	0.378	0.463	[477, 92, 431]	[378, 0, 622]	[463, 44, 493]
3	13	0.294	0.376	0.339	[2056, 467, 4477]	[2632, 0, 4368]	[2375, 349, 4276]
3	13A	0.468	0.338	0.47	[468, 94, 438]	[338, 0, 662]	[470, 44, 486]
3	14	0.27	0.375	0.312	[1892, 425, 4683]	[2623, 0, 4377]	[2185, 328, 4487]
3	14A	0.458	0.372	0.495	[458, 66, 476]	[372, 0, 628]	[495, 39, 466]
3	15	0.244	0.39	0.275	[1466, 321, 4213]	[2341, 0, 3659]	[1650, 246, 4104]
3	15A	0.448	0.351	0.485	[448, 86, 466]	[351, 0, 649]	[485, 53, 462]
3	16	0.237	0.383	0.237	[1422, 261, 4317]	[2299, 0, 3701]	[1420, 322, 4258]
3	16A	0.407	0.374	0.469	[407, 87, 506]	[374, 0, 626]	[469, 54, 477]
3	17	0.215	0.377	0.204	[1077, 222, 3701]	[1884, 561, 2555]	[1021, 229, 3750]
3	17A	0.439	0.35	0.495	[439, 108, 453]	[350, 128, 522]	[495, 84, 421]
3	18	0.169	0.513	0.182	[843, 130, 4027]	[2563, 644, 1793]	[910, 153, 3937]
3	18A	0.478	0.535	0.51	[478, 97, 425]	[535, 119, 346]	[510, 71, 419]
3	19	0.114	0.669	0.112	[456, 88, 3456]	[2676, 468, 856]	[448, 44, 3508]
3	19A	0.506	0.641	0.537	[506, 96, 398]	[641, 121, 238]	[537, 69, 394]
3	20	0.068	0.767	0.07	[272, 32, 3696]	[3068, 472, 460]	[280, 24, 3696]
3	20A	0.518	0.762	0.57	[518, 110, 372]	[762, 132, 106]	[570, 88, 342]
4	2A	0.493	0.42	0.496	[493, 91, 416]	[420, 0, 580]	[496, 57, 447]
4	3A	0.479	0.389	0.489	[479, 78, 443]	[389, 0, 611]	[489, 48, 463]
4	4	0.386	0.394	0.417	[386, 62, 552]	[394, 0, 606]	[417, 0, 583]
4	4A	0.462	0.385	0.503	[462, 78, 460]	[385, 0, 615]	[503, 54, 443]
4	5	0.402	0.433	0.424	[402, 59, 539]	[433, 0, 567]	[424, 0, 576]
4	5A	0.447	0.386	0.528	[447, 88, 465]	[386, 0, 614]	[528, 51, 421]
4	6	0.346	0.404	0.398	[692, 157, 1151]	[808, 0, 1192]	[795, 24, 1181]
4	6A	0.42	0.399	0.48	[420, 84, 496]	[399, 0, 601]	[480, 40, 480]
4	7	0.407	0.403	0.418	[814, 172, 1014]	[805, 0, 1195]	[837, 89, 1074]
4	7A	0.448	0.392	0.519	[448, 93, 459]	[392, 146, 462]	[519, 80, 401]
4	8	0.432	0.403	0.452	[1296, 262, 1442]	[1209, 0, 1791]	[1355, 167, 1478]
4	8A	0.471	0.554	0.5	[471, 90, 439]	[554, 114, 332]	[500, 95, 405]
4	9	0.48	0.388	0.516	[1441, 283, 1276]	[1163, 0, 1837]	[1547, 175, 1278]
4	9A	0.503	0.668	0.56	[503, 109, 388]	[668, 106, 226]	[560, 74, 366]
4	10	0.537	0.408	0.589	[2147, 390, 1463]	[1634, 0, 2366]	[2357, 279, 1364]
4	10A	0.561	0.769	0.59	[561, 112, 327]	[769, 122, 109]	[590, 66, 344]
4	11	0.565	0.397	0.599	[2259, 351, 1390]	[1589, 0, 2411]	[2395, 290, 1315]
4	11A	0.582	0.892	0.591	[2328, 372, 1300]	[3568, 432, 0]	[2364, 280, 1356]
4	12	0.329	0.392	0.372	[2629, 514, 4857]	[3139, 0, 4861]	[2973, 376, 4651]
4	12A	0.453	0.4	0.483	[453, 93, 454]	[400, 0, 600]	[483, 49, 468]
4	13	0.32	0.39	0.349	[2241, 360, 4399]	[2731, 0, 4269]	[2444, 302, 4254]
4	13A	0.462	0.388	0.466	[462, 93, 445]	[388, 0, 612]	[466, 53, 481]
4	14	0.299	0.386	0.305	[2091, 422, 4487]	[2705, 0, 4295]	[2135, 326, 4539]
4	14A	0.461	0.404	0.472	[461, 70, 469]	[404, 0, 596]	[472, 61, 467]
4	15	0.269	0.4	0.294	[1611, 323, 4066]	[2402, 0, 3598]	[1762, 287, 3951]
4	15A	0.445	0.382	0.492	[445, 72, 483]	[382, 0, 618]	[492, 44, 464]
4	16	0.25	0.403	0.245	[1498, 324, 4178]	[2420, 0, 3580]	[1468, 312, 4220]
4	16A	0.392	0.403	0.453	[392, 82, 526]	[403, 0, 597]	[453, 44, 503]
4	17	0.218	0.413	0.232	[1090, 153, 3757]	[2065, 557, 2378]	[1158, 193, 3649]
4	17A	0.473	0.403	0.462	[473, 100, 427]	[403, 119, 478]	[462, 65, 473]
4	18	0.178	0.525	0.185	[889, 98, 4013]	[2625, 664, 1711]	[924, 121, 3955]
4	18A	0.483	0.528	0.525	[483, 111, 406]	[528, 114, 358]	[525, 89, 386]
4	19	0.13	0.664	0.139	[520, 72, 3408]	[2656, 424, 920]	[556, 56, 3388]
4	19A	0.525	0.705	0.551	[525, 96, 379]	[705, 117, 178]	[551, 76, 373]
4	20	0.052	0.772	0.06	[208, 36, 3756]	[3088, 484, 428]	[240, 44, 3716]
4	20A	0.553	0.731	0.566	[553, 89, 358]	[731, 131, 138]	[566, 71, 363]
5	2A	0.497	0.423	0.517	[497, 85, 418]	[423, 0, 577]	[517, 44, 439]
5	3A	0.47	0.422	0.506	[470, 83, 447]	[422, 0, 578]	[506, 42, 452]
5	4	0.371	0.419	0.416	[371, 74, 555]	[419, 0, 581]	[416, 0, 584]
5	4A	0.442	0.416	0.511	[442, 79, 479]	[416, 0, 584]	[511, 37, 452]
5	5	0.371	0.425	0.432	[371, 66, 563]	[425, 0, 575]	[432, 0, 568]
5	5A	0.453	0.429	0.511	[453, 74, 473]	[429, 0, 571]	[511, 39, 450]
5	6	0.356	0.433	0.422	[713, 134, 1153]	[866, 0, 1134]	[845, 20, 1135]
5	6A	0.408	0.412	0.516	[408, 65, 527]	[412, 0, 588]	[516, 40, 444]
5	7	0.414	0.41	0.414	[829, 169, 1002]	[821, 0, 1179]	[828, 109, 1063]
5	7A	0.445	0.421	0.518	[445, 106, 449]	[421, 99, 480]	[518, 75, 407]
5	8	0.454	0.403	0.478	[1361, 238, 1401]	[1210, 0, 1790]	[1434, 166, 1400]
5	8A	0.489	0.522	0.543	[489, 105, 406]	[522, 123, 355]	[543, 67, 390]
5	9	0.495	0.432	0.539	[1485, 242, 1273]	[1297, 0, 1703]	[1616, 186, 1198]
5	9A	0.537	0.634	0.573	[537, 89, 374]	[634, 114, 252]	[573, 75, 352]
5	10	0.536	0.418	0.582	[2143, 360, 1497]	[1671, 0, 2329]	[2327, 306, 1367]
5	10A	0.525	0.762	0.609	[525, 98, 377]	[762, 139, 99]	[609, 71, 320]
5	11	0.575	0.426	0.616	[2299, 337, 1364]	[1704, 0, 2296]	[2463, 293, 1244]
5	11A	0.554	0.905	0.639	[2216, 372, 1412]	[3620, 380, 0]	[2556, 312, 1132]
5	12	0.346	0.419	0.382	[2770, 470, 4760]	[3356, 0, 4644]	[3056, 366, 4578]
5	12A	0.501	0.417	0.502	[501, 101, 398]	[417, 0, 583]	[502, 56, 442]
5	13	0.322	0.417	0.352	[2252, 410, 4338]	[2919, 0, 4081]	[2465, 287, 4248]
5	13A	0.48	0.401	0.491	[480, 76, 444]	[401, 0, 599]	[491, 38, 471]
5	14	0.288	0.402	0.315	[2015, 374, 4611]	[2816, 0, 4184]	[2207, 317, 4476]
5	14A	0.472	0.399	0.496	[472, 93, 435]	[399, 0, 601]	[496, 44, 460]
5	15	0.279	0.4	0.281	[1675, 320, 4005]	[2397, 0, 3603]	[1684, 240, 4076]
5	15A	0.458	0.385	0.502	[458, 76, 466]	[385, 0, 615]	[502, 33, 465]
5	16	0.247	0.436	0.241	[1484, 365, 4151]	[2618, 0, 3382]	[1446, 285, 4269]
5	16A	0.415	0.395	0.498	[415, 58, 527]	[395, 0, 605]	[498, 40, 462]
5	17	0.199	0.431	0.218	[994, 181, 3825]	[2153, 586, 2261]	[1088, 191, 3721]
5	17A	0.458	0.411	0.503	[458, 90, 452]	[411, 126, 463]	[503, 63, 434]
5	18	0.174	0.546	0.188	[870, 130, 4000]	[2732, 687, 1581]	[941, 142, 3917]
5	18A	0.481	0.556	0.561	[481, 83, 436]	[556, 126, 318]	[561, 64, 375]
5	19	0.112	0.65	0.122	[448, 64, 3488]	[2600, 536, 864]	[488, 72, 3440]
5	19A	0.522	0.662	0.56	[522, 82, 396]	[662, 110, 228]	[560, 69, 371]
5	20	0.066	0.757	0.066	[264, 48, 3688]	[3028, 512, 460]	[264, 32, 3704]
5	20A	0.551	0.773	0.589	[551, 90, 359]	[773, 125, 102]	[589, 56, 355]
6	2A	0.517	0.432	0.516	[517, 87, 396]	[432, 0, 568]	[516, 43, 441]
6	3A	0.466	0.427	0.516	[466, 86, 448]	[427, 0, 573]	[516, 43, 441]
6	4	0.417	0.425	0.463	[417, 66, 517]	[425, 0, 575]	[463, 0, 537]
6	4A	0.46	0.417	0.539	[460, 78, 462]	[417, 0, 583]	[539, 40, 421]
6	5	0.382	0.44	0.415	[382, 54, 564]	[440, 0, 560]	[415, 0, 585]
6	5A	0.489	0.42	0.546	[489, 66, 445]	[420, 0, 580]	[546, 42, 412]
6	6	0.373	0.431	0.428	[747, 137, 1116]	[863, 0, 1137]	[857, 26, 1117]
6	6A	0.466	0.419	0.522	[466, 85, 449]	[419, 0, 581]	[522, 40, 438]
6	7	0.443	0.429	0.441	[885, 180, 935]	[858, 0, 1142]	[881, 128, 991]
6	7A	0.491	0.423	0.524	[491, 91, 418]	[423, 170, 407]	[524, 79, 397]
6	8	0.48	0.43	0.489	[1440, 263, 1297]	[1291, 0, 1709]	[1467, 155, 1378]
6	8A	0.522	0.586	0.583	[522, 86, 392]	[586, 107, 307]	[583, 80, 337]
6	9	0.521	0.423	0.563	[1562, 255, 1183]	[1268, 0, 1732]	[1690, 166, 1144]
6	9A	0.53	0.708	0.617	[530, 96, 374]	[708, 95, 197]	[617, 61, 322]
6	10	0.561	0.415	0.604	[2245, 362, 1393]	[1659, 0, 2341]	[2416, 283, 1301]
6	10A	0.579	0.817	0.629	[579, 81, 340]	[817, 96, 87]	[629, 59, 312]
6	11	0.591	0.41	0.638	[2363, 334, 1303]	[1642, 0, 2358]	[2552, 260, 1188]
6	11A	0.575	0.909	0.649	[2300, 372, 1328]	[3636, 364, 0]	[2596, 284, 1120]
6	12	0.348	0.422	0.403	[2781, 480, 4739]	[3374, 0, 4626]	[3227, 363, 4410]
6	12A	0.512	0.374	0.541	[512, 76, 412]	[374, 0, 626]	[541, 32, 427]
6	13	0.333	0.411	0.357	[2328, 425, 4247]	[2876, 0, 4124]	[2497, 343, 4160]
6	13A	0.484	0.425	0.523	[484, 78, 438]	[425, 0, 575]	[523, 41, 436]
6	14	0.304	0.419	0.319	[2129, 429, 4442]	[2932, 0, 4068]	[2235, 294, 4471]
6	14A	0.478	0.442	0.534	[478, 92, 430]	[442, 0, 558]	[534, 41, 425]
6	15	0.28	0.441	0.295	[1677, 293, 4030]	[2645, 0, 3355]	[1771, 281, 3948]
6	15A	0.435	0.424	0.522	[435, 85, 480]	[424, 0, 576]	[522, 52, 426]
6	16	0.266	0.428	0.246	[1594, 255, 4151]	[2566, 0, 3434]	[1477, 215, 4308]
6	16A	0.404	0.438	0.537	[404, 80, 516]	[438, 0, 562]	[537, 37, 426]
6	17	0.214	0.425	0.226	[1072, 181, 3747]	[2127, 848, 2025]	[1128, 178, 3694]
6	17A	0.489	0.421	0.561	[489, 93, 418]	[421, 180, 399]	[561, 86, 353]
6	18	0.188	0.588	0.188	[938, 93, 3969]	[2942, 505, 1553]	[938, 97, 3965]
6	18A	0.519	0.58	0.564	[519, 80, 401]	[580, 119, 301]	[564, 66, 370]
6	19	0.129	0.697	0.133	[516, 64, 3420]	[2788, 384, 828]	[532, 48, 3420]
6	19A	0.534	0.719	0.585	[534, 89, 377]	[719, 104, 177]	[585, 84, 331]
6	20	0.071	0.818	0.057	[284, 40, 3676]	[3272, 340, 388]	[228, 40, 3732]
6	20A	0.529	0.82	0.628	[529, 82, 389]	[820, 89, 91]	[628, 67, 305]
7	2A	0.518	0.281	0.423	[518, 116, 366]	[281, 0, 719]	[423, 59, 518]
7	3A	0.516	0.287	0.393	[516, 103, 381]	[287, 0, 713]	[393, 56, 551]
7	4	0.394	0.296	0.284	[394, 97, 509]	[296, 0, 704]	[284, 0, 716]
7	4A	0.457	0.273	0.433	[457, 105, 438]	[273, 0, 727]	[433, 55, 512]
7	5	0.413	0.263	0.243	[413, 97, 490]	[263, 0, 737]	[243, 0, 757]
7	5A	0.482	0.256	0.416	[482, 93, 425]	[256, 0, 744]	[416, 67, 517]
7	6	0.351	0.254	0.26	[703, 209, 1088]	[508, 0, 1492]	[519, 54, 1427]
7	6A	0.437	0.235	0.394	[437, 98, 465]	[235, 0, 765]	[394, 64, 542]
7	7	0.382	0.275	0.279	[764, 315, 921]	[550, 0, 1450]	[557, 242, 1201]
7	7A	0.439	0.29	0.43	[439, 167, 394]	[290, 358, 352]	[430, 140, 430]
7	8	0.496	0.268	0.436	[1487, 331, 1182]	[805, 0, 2195]	[1308, 206, 1486]
7	8A	0.54	0.622	0.495	[540, 108, 352]	[622, 128, 250]	[495, 96, 409]
7	9	0.537	0.259	0.491	[1611, 288, 1101]	[778, 0, 2222]	[1473, 219, 1308]
7	9A	0.551	0.765	0.565	[551, 108, 341]	[765, 85, 150]	[565, 72, 363]
7	10	0.587	0.264	0.558	[2346, 383, 1271]	[1054, 0, 2946]	[2234, 323, 1443]
7	10A	0.56	0.847	0.53	[560, 95, 345]	[847, 75, 78]	[530, 71, 399]
7	11	0.591	0.268	0.583	[2365, 410, 1225]	[1072, 0, 2928]	[2332, 303, 1365]
7	11A	0.589	0.934	0.563	[2356, 400, 1244]	[3736, 264, 0]	[2252, 308, 1440]
7	12	0.348	0.253	0.349	[2781, 604, 4615]	[2025, 0, 5975]	[2791, 417, 4792]
7	12A	0.521	0.269	0.408	[521, 102, 377]	[269, 0, 731]	[408, 54, 538]
7	13	0.32	0.266	0.315	[2242, 511, 4247]	[1859, 0, 5141]	[2204, 399, 4397]
7	13A	0.509	0.265	0.405	[509, 94, 397]	[265, 0, 735]	[405, 56, 539]
7	14	0.327	0.27	0.315	[2289, 422, 4289]	[1889, 0, 5111]	[2208, 371, 4421]
7	14A	0.471	0.273	0.408	[471, 109, 420]	[273, 0, 727]	[408, 64, 528]
7	15	0.288	0.25	0.294	[1726, 373, 3901]	[1499, 0, 4501]	[1763, 311, 3926]
7	15A	0.484	0.254	0.398	[484, 103, 413]	[254, 0, 746]	[398, 53, 549]
7	16	0.249	0.264	0.265	[1492, 341, 4167]	[1583, 0, 4417]	[1592, 321, 4087]
7	16A	0.437	0.242	0.43	[437, 92, 471]	[242, 0, 758]	[430, 53, 517]
7	17	0.253	0.259	0.24	[1265, 167, 3568]	[1296, 1807, 1897]	[1201, 112, 3687]
7	17A	0.415	0.271	0.426	[415, 171, 414]	[271, 353, 376]	[426, 147, 427]
7	18	0.203	0.63	0.195	[1014, 74, 3912]	[3151, 643, 1206]	[976, 99, 3925]
7	18A	0.534	0.644	0.501	[534, 109, 357]	[644, 130, 226]	[501, 77, 422]
7	19	0.151	0.786	0.136	[604, 44, 3352]	[3144, 256, 600]	[544, 52, 3404]
7	19A	0.578	0.754	0.586	[578, 87, 335]	[754, 99, 147]	[586, 77, 337]
7	20	0.073	0.844	0.077	[292, 12, 3696]	[3376, 292, 332]	[308, 28, 3664]
7	20A	0.579	0.848	0.552	[579, 109, 312]	[848, 77, 75]	[552, 76, 372]
8	2A	0.456	0.262	0.378	[456, 119, 425]	[262, 0, 738]	[378, 62, 560]
8	3A	0.463	0.251	0.353	[463, 99, 438]	[251, 0, 749]	[353, 56, 591]
8	4	0.364	0.239	0.259	[364, 80, 556]	[239, 0, 761]	[259, 0, 741]
8	4A	0.45	0.261	0.407	[450, 106, 444]	[261, 0, 739]	[407, 47, 546]
8	5	0.35	0.223	0.249	[350, 94, 556]	[223, 0, 777]	[249, 0, 751]
8	5A	0.425	0.239	0.398	[425, 100, 475]	[239, 0, 761]	[398, 61, 541]
8	6	0.331	0.225	0.244	[662, 165, 1173]	[450, 0, 1550]	[488, 21, 1491]
8	6A	0.42	0.258	0.394	[420, 88, 492]	[258, 0, 742]	[394, 58, 548]
8	7	0.343	0.247	0.278	[686, 215, 1099]	[494, 0, 1506]	[555, 135, 1310]
8	7A	0.417	0.249	0.4	[417, 94, 489]	[249, 118, 633]	[400, 84, 516]
8	8	0.382	0.236	0.307	[1146, 510, 1344]	[708, 0, 2292]	[922, 384, 1694]
8	8A	0.438	0.378	0.44	[438, 170, 392]	[378, 364, 258]	[440, 140, 420]
8	9	0.508	0.239	0.459	[1525, 343, 1132]	[718, 0, 2282]	[1377, 248, 1375]
8	9A	0.51	0.73	0.502	[510, 129, 361]	[730, 113, 157]	[502, 90, 408]
8	10	0.557	0.248	0.531	[2230, 384, 1386]	[993, 0, 3007]	[2126, 302, 1572]
8	10A	0.53	0.84	0.561	[530, 113, 357]	[840, 85, 75]	[561, 55, 384]
8	11	0.562	0.243	0.55	[2248, 383, 1369]	[971, 0, 3029]	[2201, 311, 1488]
8	11A	0.561	0.921	0.553	[2244, 376, 1380]	[3684, 316, 0]	[2212, 204, 1584]
8	12	0.319	0.247	0.318	[2553, 651, 4796]	[1975, 0, 6025]	[2541, 526, 4933]
8	12A	0.469	0.235	0.392	[469, 124, 407]	[235, 0, 765]	[392, 72, 536]
8	13	0.286	0.242	0.288	[1999, 507, 4494]	[1693, 0, 5307]	[2013, 364, 4623]
8	13A	0.442	0.231	0.384	[442, 94, 464]	[231, 0, 769]	[384, 58, 558]
8	14	0.288	0.245	0.279	[2018, 504, 4478]	[1713, 0, 5287]	[1954, 450, 4596]
8	14A	0.425	0.246	0.392	[425, 104, 471]	[246, 0, 754]	[392, 63, 545]
8	15	0.257	0.239	0.26	[1540, 429, 4031]	[1436, 0, 4564]	[1562, 334, 4104]
8	15A	0.425	0.25	0.405	[425, 98, 477]	[250, 0, 750]	[405, 52, 543]
8	16	0.242	0.247	0.238	[1452, 393, 4155]	[1481, 0, 4519]	[1431, 311, 4258]
8	16A	0.424	0.261	0.439	[424, 92, 484]	[261, 0, 739]	[439, 49, 512]
8	17	0.228	0.249	0.248	[1138, 208, 3654]	[1246, 668, 3086]	[1240, 228, 3532]
8	17A	0.424	0.247	0.385	[424, 119, 457]	[247, 133, 620]	[385, 93, 522]
8	18	0.219	0.37	0.206	[1094, 77, 3829]	[1851, 1810, 1339]	[1029, 97, 3874]
8	18A	0.432	0.402	0.429	[432, 159, 409]	[402, 377, 221]	[429, 144, 427]
8	19	0.143	0.752	0.137	[572, 32, 3396]	[3008, 448, 544]	[548, 28, 3424]
8	19A	0.534	0.742	0.497	[534, 107, 359]	[742, 119, 139]	[497, 88, 415]
